PAIR_ID;NODE_ID_A;FRASE_A;NODE_ID_B;FRASE_B;RELATION_TYPE;CONFIDENCE
51;regolamento:82;"Il Senato accademico e il Consiglio di Amministrazione, di seguito rispettivamente “organo”, si riuniscono, in seduta ordinaria, secondo un calendario stabilito all’inizio di ogni anno solare dal Rettore, in qualità di Presidente. Ciascun organo si riunisce in seduta straordinaria quando: a) il Presidente ritiene che circostanze urgenti e l’andamento della gestione dell’Ateneo lo richiedano; b) almeno un terzo dei componenti ne fa motivata richiesta scritta al Presidente; in questo caso l’organo dovrà essere convocato entro dieci giorni dal ricevimento della richiesta.";statuto:21;Per il migliore funzionamento del Senato accademico e del Consiglio di Amministrazione possono essere costituite commissioni per l’istruzione di tematiche comuni. Il Regolamento Generale di Ateneo disciplina la loro composizione e il loro funzionamento. Per ciascuna area scientifica è costituita una Commissione di area, formata da rappresentanti dei docenti (professori e ricercatori, anche a tempo determinato) afferenti all’area stessa, incaricata di formulare motivate proposte agli organi accademici competenti per l’assegnazione dei finanziamenti all’attività di ricerca autonomamente programmata. La definizione delle aree scientifiche, la composizione e le modalità operative delle commissioni di cui al comma 2 sono disciplinate nel Regolamento Generale di Ateneo.;candidate_relation;0.8
52;regolamento:83;"Il Presidente convoca l’organo e ne fissa l’ordine del giorno. Il Presidente iscrive all’ordine del giorno anche argomenti proposti da un numero di componenti dell’organo non inferiore a un quarto, arrotondato all’intero superiore, purché la richiesta pervenga entro il termine di 8 giorni dallo svolgimento della seduta programmata. La convocazione indica il giorno, l’ora, il luogo dell’adunanza e contiene l’ordine del giorno della seduta. L’ordine del giorno, formulato in maniera chiara e precisa, indica gli argomenti da trattare e quelli per i quali la deliberazione deve essere assunta a maggioranza qualificata. Per motivi di necessità e urgenza possono essere inseriti argomenti in un ordine del giorno integrativo; in tal caso, esso deve essere notificato ai componenti dell’organo almeno 24 ore prima dell’inizio della seduta ed entro tale termine il relativo materiale istruttorio deve essere messo a disposizione degli stessi, con le modalità di cui al successivo comma 6. La convocazione deve essere fatta per iscritto e comunicata con mezzi idonei a certificarne la spedizione e la ricezione almeno cinque giorni prima dell’adunanza. In particolare, gli avvisi di convocazione sono trasmessi per via telematica, mediante servizi di posta elettronica (modalità idonea a sostituire la forma scritta ogni qual volta sia successivamente prevista); in alternativa, nell’impossibilità di utilizzare lo strumento telematico o per esplicita richiesta del singolo componente, la convocazione può essere effettuata a mezzo raccomandata al recapito del destinatario oppure attraverso notificazione presso la sede di servizio. La stessa è comunicata per posta elettronica ai membri dell’altro organo; è inoltre pubblicata sul sito web dell’Ateneo. Almeno due giorni prima della seduta i testi delle istruttorie relative agli argomenti iscritti all’ordine del giorno sono resi disponibili ai componenti";statuto:21;Per il migliore funzionamento del Senato accademico e del Consiglio di Amministrazione possono essere costituite commissioni per l’istruzione di tematiche comuni. Il Regolamento Generale di Ateneo disciplina la loro composizione e il loro funzionamento. Per ciascuna area scientifica è costituita una Commissione di area, formata da rappresentanti dei docenti (professori e ricercatori, anche a tempo determinato) afferenti all’area stessa, incaricata di formulare motivate proposte agli organi accademici competenti per l’assegnazione dei finanziamenti all’attività di ricerca autonomamente programmata. La definizione delle aree scientifiche, la composizione e le modalità operative delle commissioni di cui al comma 2 sono disciplinate nel Regolamento Generale di Ateneo.;candidate_relation;0.8
53;regolamento:84;"La proposta di deliberazione, corredata da una relazione tecnica sottoscritta dal Responsabile del procedimento che ha curato l’istruttoria e vistata dal Dirigente del settore di appartenenza, deve contenere: - l’indicazione delle norme di legge, di Statuto o di Regolamento presupposto della decisione dal punto di vista della legittimità; - le considerazioni di merito e di opportunità a sostegno della deliberazione; - la proposta di dispositivo adeguatamente articolata e, in caso di argomenti che implichino impegni di spesa, la disponibilità in bilancio e l’indicazione del capitolo su cui va a gravare la spesa.";statuto:21;Per il migliore funzionamento del Senato accademico e del Consiglio di Amministrazione possono essere costituite commissioni per l’istruzione di tematiche comuni. Il Regolamento Generale di Ateneo disciplina la loro composizione e il loro funzionamento. Per ciascuna area scientifica è costituita una Commissione di area, formata da rappresentanti dei docenti (professori e ricercatori, anche a tempo determinato) afferenti all’area stessa, incaricata di formulare motivate proposte agli organi accademici competenti per l’assegnazione dei finanziamenti all’attività di ricerca autonomamente programmata. La definizione delle aree scientifiche, la composizione e le modalità operative delle commissioni di cui al comma 2 sono disciplinate nel Regolamento Generale di Ateneo.;candidate_relation;0.8
54;regolamento:85;"Le adunanze dell’organo sono valide se tutti i componenti sono stati regolarmente convocati, ai sensi di quanto previsto dallo Statuto e dal presente Regolamento e se sono presenti almeno la metà più uno dei componenti medesimi; tale quorum deve sussistere per tutto lo svolgimento della seduta. In ogni momento è possibile la verifica, anche su richiesta di ciascun componente, della sussistenza del numero legale. Qualora, a seguito della verifica, non venga raggiunto il numero legale, il Presidente sospende la seduta per un periodo di tempo non superiore a trenta minuti, al termine del quale rinnova l’appello e, qualora perduri la mancanza del numero legale, aggiorna la seduta.";statuto:21;Per il migliore funzionamento del Senato accademico e del Consiglio di Amministrazione possono essere costituite commissioni per l’istruzione di tematiche comuni. Il Regolamento Generale di Ateneo disciplina la loro composizione e il loro funzionamento. Per ciascuna area scientifica è costituita una Commissione di area, formata da rappresentanti dei docenti (professori e ricercatori, anche a tempo determinato) afferenti all’area stessa, incaricata di formulare motivate proposte agli organi accademici competenti per l’assegnazione dei finanziamenti all’attività di ricerca autonomamente programmata. La definizione delle aree scientifiche, la composizione e le modalità operative delle commissioni di cui al comma 2 sono disciplinate nel Regolamento Generale di Ateneo.;candidate_relation;0.8
55;regolamento:86;"Il Presidente: a) convoca e presiede l’organo; b) riconosce la validità dell’adunanza e dichiara aperta la seduta, rinviandola in caso contrario; c) può ritirare, all’inizio della seduta, argomenti iscritti all’ordine del giorno, previa esposizione della motivazione; d) può proporre di variare l’ordine di trattazione degli argomenti iscritti all’ordine del giorno; e) può introdurre nuovi argomenti all’ordine del giorno purché al momento della decisione siano presenti e concordi tutti i componenti dell’organo; in caso contrario l’argomento può essere posto in discussione, ma non può dar luogo a delibera; f) dirige i lavori; g) modera le discussioni; h) concede la parola secondo l’ordine di presentazione della richiesta; i) richiama all’ordine i componenti dell’organo nel caso in cui venga turbato il regolare svolgimento della seduta e in caso di reiterazione di comportamenti inappropriati può invitare i membri interessati ad allontanarsi dalla seduta; j) dichiara chiusa la discussione quando ritiene che l’argomento sia stato adeguatamente dibattuto e comunque una volta verificato che tutti gli iscritti a parlare siano intervenuti sull’argomento; k) pone in votazione le proposte di delibera e proclama, al termine delle votazioni, l’esito delle stesse; l) dichiara sciolta la seduta; m) firma il processo verbale insieme al segretario. In caso di impedimento o assenza del Rettore, o nel caso in cui lo stesso si trovi in situazioni di incompatibilità, le funzioni di Presidente sono assunte dal prorettore vicario. Nel caso in cui si configurino situazioni di incompatibilità sia del Rettore sia del prorettore vicario, le funzioni di Presidente sono assunte per il Senato accademico dal decano dei professori ordinari e dal consigliere docente con maggiore anzianità accademica per il Consiglio di Amministrazione. In caso di cessazione dalla carica di Rettore per qualsiasi causa determinatasi, le funzioni di Presidente sono assunte dal decano dei senatori professori ordinari.";statuto:21;Per il migliore funzionamento del Senato accademico e del Consiglio di Amministrazione possono essere costituite commissioni per l’istruzione di tematiche comuni. Il Regolamento Generale di Ateneo disciplina la loro composizione e il loro funzionamento. Per ciascuna area scientifica è costituita una Commissione di area, formata da rappresentanti dei docenti (professori e ricercatori, anche a tempo determinato) afferenti all’area stessa, incaricata di formulare motivate proposte agli organi accademici competenti per l’assegnazione dei finanziamenti all’attività di ricerca autonomamente programmata. La definizione delle aree scientifiche, la composizione e le modalità operative delle commissioni di cui al comma 2 sono disciplinate nel Regolamento Generale di Ateneo.;candidate_relation;0.8
56;regolamento:87;Le funzioni di segretario verbalizzante sono esercitate dal Direttore generale. In caso di suo impedimento o assenza tali funzioni sono esercitate dal Vicedirettore. In caso di contemporaneo impedimento del Direttore generale e del Vicedirettore, anche per il verificarsi di situazioni di incompatibilità, le funzioni di segretario sono esercitate da un funzionario incaricato dal Direttore generale.;statuto:21;Per il migliore funzionamento del Senato accademico e del Consiglio di Amministrazione possono essere costituite commissioni per l’istruzione di tematiche comuni. Il Regolamento Generale di Ateneo disciplina la loro composizione e il loro funzionamento. Per ciascuna area scientifica è costituita una Commissione di area, formata da rappresentanti dei docenti (professori e ricercatori, anche a tempo determinato) afferenti all’area stessa, incaricata di formulare motivate proposte agli organi accademici competenti per l’assegnazione dei finanziamenti all’attività di ricerca autonomamente programmata. La definizione delle aree scientifiche, la composizione e le modalità operative delle commissioni di cui al comma 2 sono disciplinate nel Regolamento Generale di Ateneo.;candidate_relation;0.8
57;regolamento:88;Ogni componente dell’organo ha il diritto di iniziativa che esercita attraverso la presentazione al Presidente di interrogazioni, mozioni, atti di indirizzo, proposte di deliberazione o emendamenti ad atti sottoposti alla votazione.;statuto:21;Per il migliore funzionamento del Senato accademico e del Consiglio di Amministrazione possono essere costituite commissioni per l’istruzione di tematiche comuni. Il Regolamento Generale di Ateneo disciplina la loro composizione e il loro funzionamento. Per ciascuna area scientifica è costituita una Commissione di area, formata da rappresentanti dei docenti (professori e ricercatori, anche a tempo determinato) afferenti all’area stessa, incaricata di formulare motivate proposte agli organi accademici competenti per l’assegnazione dei finanziamenti all’attività di ricerca autonomamente programmata. La definizione delle aree scientifiche, la composizione e le modalità operative delle commissioni di cui al comma 2 sono disciplinate nel Regolamento Generale di Ateneo.;candidate_relation;0.8
58;regolamento:89;"L’interrogazione consiste in una domanda scritta rivolta al Presidente per sapere: - se è al corrente di un determinato fatto e se questo corrisponde o meno a verità; - quali iniziative intende intraprendere in relazione al manifestarsi di un fatto correlato direttamente alla vita dell’Ateneo. L’interrogazione viene, di norma, presentata prima dell’inizio della seduta e comunque nei termini congrui per consentire una risposta. In caso contrario il Presidente può ammetterla qualora verifichi la sussistenza delle motivazioni di necessità e urgenza tali da richiedere una risposta immediata, altrimenti ne dispone il rinvio alla seduta successiva. Il testo dell’interrogazione e la relativa risposta vengono riportate integralmente nel verbale della seduta.";statuto:21;Per il migliore funzionamento del Senato accademico e del Consiglio di Amministrazione possono essere costituite commissioni per l’istruzione di tematiche comuni. Il Regolamento Generale di Ateneo disciplina la loro composizione e il loro funzionamento. Per ciascuna area scientifica è costituita una Commissione di area, formata da rappresentanti dei docenti (professori e ricercatori, anche a tempo determinato) afferenti all’area stessa, incaricata di formulare motivate proposte agli organi accademici competenti per l’assegnazione dei finanziamenti all’attività di ricerca autonomamente programmata. La definizione delle aree scientifiche, la composizione e le modalità operative delle commissioni di cui al comma 2 sono disciplinate nel Regolamento Generale di Ateneo.;candidate_relation;0.8
59;regolamento:90;"La mozione consiste in una proposta di documento tendente a promuovere una deliberazione dell’organo su questioni riguardanti la comunità universitaria. Il Presidente, accertata l'ammissibilità della mozione in relazione alla tutela della sfera personale e dei valori fondamentali dell’Ateneo, la iscrive all'ordine del giorno della prima seduta utile. La mozione deve pervenire al Presidente entro il giorno successivo alla data di presentazione dell’ordine del giorno della seduta. Nel caso di urgenza la mozione può essere presentata anche successivamente alla scadenza del termine di cui al comma precedente o nel corso della seduta. Il Presidente può ammetterla qualora verifichi l'ammissibilità e la sussistenza dei motivi di urgenza; diversamente ne dispone il rinvio alla seduta successiva.";statuto:21;Per il migliore funzionamento del Senato accademico e del Consiglio di Amministrazione possono essere costituite commissioni per l’istruzione di tematiche comuni. Il Regolamento Generale di Ateneo disciplina la loro composizione e il loro funzionamento. Per ciascuna area scientifica è costituita una Commissione di area, formata da rappresentanti dei docenti (professori e ricercatori, anche a tempo determinato) afferenti all’area stessa, incaricata di formulare motivate proposte agli organi accademici competenti per l’assegnazione dei finanziamenti all’attività di ricerca autonomamente programmata. La definizione delle aree scientifiche, la composizione e le modalità operative delle commissioni di cui al comma 2 sono disciplinate nel Regolamento Generale di Ateneo.;candidate_relation;0.8
60;regolamento:91;La proposta di delibera consiste nella richiesta di esame, in corso di seduta, di uno o più argomenti non inseriti all’ordine del giorno. Su di essa decide il Presidente con le modalità di cui all’art. 86, comma 1, lett. e).;statuto:21;Per il migliore funzionamento del Senato accademico e del Consiglio di Amministrazione possono essere costituite commissioni per l’istruzione di tematiche comuni. Il Regolamento Generale di Ateneo disciplina la loro composizione e il loro funzionamento. Per ciascuna area scientifica è costituita una Commissione di area, formata da rappresentanti dei docenti (professori e ricercatori, anche a tempo determinato) afferenti all’area stessa, incaricata di formulare motivate proposte agli organi accademici competenti per l’assegnazione dei finanziamenti all’attività di ricerca autonomamente programmata. La definizione delle aree scientifiche, la composizione e le modalità operative delle commissioni di cui al comma 2 sono disciplinate nel Regolamento Generale di Ateneo.;candidate_relation;0.8
61;regolamento:92;"L’emendamento consiste in una proposta di cambiamento, per soppressione, sostituzione o aggiunta, di una proposta di deliberazione. Gli emendamenti sono presentati, di norma, in forma scritta, in relazione all’argomento in esame, all’inizio o nel corso dell’illustrazione e della discussione generale e comunque prima dell’inizio delle votazioni. Ogni emendamento può essere illustrato da un presentatore; in tal caso può chiedere e ottenere la parola un componente contrario per replicare. Nel caso di emendamenti su proposte di delibera, la votazione avviene, nell’ordine, sugli emendamenti proposti e sull’intero testo.";statuto:21;Per il migliore funzionamento del Senato accademico e del Consiglio di Amministrazione possono essere costituite commissioni per l’istruzione di tematiche comuni. Il Regolamento Generale di Ateneo disciplina la loro composizione e il loro funzionamento. Per ciascuna area scientifica è costituita una Commissione di area, formata da rappresentanti dei docenti (professori e ricercatori, anche a tempo determinato) afferenti all’area stessa, incaricata di formulare motivate proposte agli organi accademici competenti per l’assegnazione dei finanziamenti all’attività di ricerca autonomamente programmata. La definizione delle aree scientifiche, la composizione e le modalità operative delle commissioni di cui al comma 2 sono disciplinate nel Regolamento Generale di Ateneo.;candidate_relation;0.8
62;regolamento:93;Al fine di acquisire ogni utile elemento di giudizio sugli argomenti in discussione, i senatori e i consiglieri hanno diritto di chiedere informazioni e chiarimenti relativamente agli argomenti iscritti all’ordine del giorno ai funzionari che hanno predisposto le relative istruttorie. Ai senatori e consiglieri è consentito l’accesso informale alla documentazione amministrativa sulle tematiche che riguardano la vita dell’Ateneo, se necessario per il corretto espletamento del proprio mandato. Ove sussistano dubbi sull’accessibilità del documento, l’accesso avviene nella forma scritta. In entrambi i casi, l’accesso è consentito nel rispetto della vigente normativa europea e nazionale, nonché della regolamentazione interna, in materia di accesso e diritto alla protezione dei dati personali. I componenti dell’organo sono tenuti al vincolo della segretezza sulle informazioni acquisite in ragione dell’espletamento del proprio mandato.;statuto:21;Per il migliore funzionamento del Senato accademico e del Consiglio di Amministrazione possono essere costituite commissioni per l’istruzione di tematiche comuni. Il Regolamento Generale di Ateneo disciplina la loro composizione e il loro funzionamento. Per ciascuna area scientifica è costituita una Commissione di area, formata da rappresentanti dei docenti (professori e ricercatori, anche a tempo determinato) afferenti all’area stessa, incaricata di formulare motivate proposte agli organi accademici competenti per l’assegnazione dei finanziamenti all’attività di ricerca autonomamente programmata. La definizione delle aree scientifiche, la composizione e le modalità operative delle commissioni di cui al comma 2 sono disciplinate nel Regolamento Generale di Ateneo.;candidate_relation;0.8
63;regolamento:94;La mancata partecipazione al 40% delle sedute dell’organo in un anno accademico, arrotondato all’intero superiore, così come la mancata giustificazione della propria assenza per tre sedute consecutive, comportano la decadenza dalla carica.;statuto:21;Per il migliore funzionamento del Senato accademico e del Consiglio di Amministrazione possono essere costituite commissioni per l’istruzione di tematiche comuni. Il Regolamento Generale di Ateneo disciplina la loro composizione e il loro funzionamento. Per ciascuna area scientifica è costituita una Commissione di area, formata da rappresentanti dei docenti (professori e ricercatori, anche a tempo determinato) afferenti all’area stessa, incaricata di formulare motivate proposte agli organi accademici competenti per l’assegnazione dei finanziamenti all’attività di ricerca autonomamente programmata. La definizione delle aree scientifiche, la composizione e le modalità operative delle commissioni di cui al comma 2 sono disciplinate nel Regolamento Generale di Ateneo.;candidate_relation;0.8
64;regolamento:95;"Alle sedute dell’organo possono partecipare solo gli aventi diritto. È facoltà del Presidente, anche su proposta di singoli membri, invitare i singoli Prorettori e i Delegati del Rettore alla discussione preliminare sugli argomenti relativi ai settori di competenza. Su invito del Presidente possono inoltre partecipare alle sedute dirigenti, funzionari, docenti competenti per materia, nonché esperti nelle materie sottoposte all’esame dell’organo, anche estranei all’amministrazione, per relazionare su singoli argomenti iscritti all’ordine del giorno. In ogni caso, essi si allontanano prima della votazione. Alle sedute è presente, inoltre, a supporto del Direttore generale che esercita la funzione di segretario, il personale amministrativo da lui appositamente incaricato. L’organo può deliberare di tenere sedute in tutto o in parte pubbliche; al momento della votazione devono comunque essere presenti i soli componenti dell’organo. Nessun componente dell’organo può prendere parte alla discussione e al voto sulle questioni che lo riguardano personalmente o che riguardino il coniuge, la parte dell’unione civile, il convivente, i suoi parenti o affini entro il quarto grado e in tutte le ipotesi per le quali la normativa di Ateneo prevede un dovere di astensione; in tal caso lo stesso si allontana dalla sala della riunione e non è computato nel quorum di validità della seduta e della deliberazione.";statuto:21;Per il migliore funzionamento del Senato accademico e del Consiglio di Amministrazione possono essere costituite commissioni per l’istruzione di tematiche comuni. Il Regolamento Generale di Ateneo disciplina la loro composizione e il loro funzionamento. Per ciascuna area scientifica è costituita una Commissione di area, formata da rappresentanti dei docenti (professori e ricercatori, anche a tempo determinato) afferenti all’area stessa, incaricata di formulare motivate proposte agli organi accademici competenti per l’assegnazione dei finanziamenti all’attività di ricerca autonomamente programmata. La definizione delle aree scientifiche, la composizione e le modalità operative delle commissioni di cui al comma 2 sono disciplinate nel Regolamento Generale di Ateneo.;candidate_relation;0.8
65;regolamento:96;Il Presidente, constatata la presenza del numero legale, apre la seduta con la lettura delle comunicazioni. La comunicazione consiste in una informazione data all’organo su atti, fatti e avvenimenti di interesse per la comunità universitaria. Il Presidente può consentire a ogni componente dell’organo di esporre una o più comunicazioni di cui abbia ricevuto informazione in precedenza.;statuto:21;Per il migliore funzionamento del Senato accademico e del Consiglio di Amministrazione possono essere costituite commissioni per l’istruzione di tematiche comuni. Il Regolamento Generale di Ateneo disciplina la loro composizione e il loro funzionamento. Per ciascuna area scientifica è costituita una Commissione di area, formata da rappresentanti dei docenti (professori e ricercatori, anche a tempo determinato) afferenti all’area stessa, incaricata di formulare motivate proposte agli organi accademici competenti per l’assegnazione dei finanziamenti all’attività di ricerca autonomamente programmata. La definizione delle aree scientifiche, la composizione e le modalità operative delle commissioni di cui al comma 2 sono disciplinate nel Regolamento Generale di Ateneo.;candidate_relation;0.8
66;regolamento:97;"Il Presidente illustra, o invita uno dei soggetti di cui al precedente art. 95, comma 2, a illustrare gli argomenti iscritti all’ordine del giorno, sui quali apre la discussione; il Presidente ha la facoltà di invitare un membro dell’organo a farlo in sua vece. La trattazione degli argomenti deve avvenire secondo l’ordine stabilito nella convocazione; la sequenza di trattazione degli argomenti può essere variata, in apertura di seduta, su proposta del Presidente o di uno o più componenti. Sulla proposta si esprime l’organo con il quorum ordinariamente richiesto per le deliberazioni. I componenti dell’organo che intendono intervenire nella discussione devono iscriversi presso la presidenza. A conclusione degli interventi, il Presidente dichiara chiusa la discussione e invita l’organo a deliberare; a questo punto sono ammessi solo interventi per dichiarazioni di voto, contenenti una sintetica esposizione del proprio orientamento. Il Presidente stabilisce l’ordine delle votazioni, chiarisce il significato del voto e proclama il risultato. Le deliberazioni sono adottate a voto palese, per alzata di mano o per appello nominale. Lo scrutinio segreto viene adottato: a) se le deliberazioni si riferiscono a questioni che riguardano singole persone; b) su richiesta di almeno un membro dell’organo accolta dalla maggioranza dei presenti. Le deliberazioni sono approvate a maggioranza assoluta dei presenti, salvo che la legge, lo Statuto o i regolamenti di Ateneo richiedano quorum qualificati. In caso di parità prevale il voto del Presidente.";statuto:21;Per il migliore funzionamento del Senato accademico e del Consiglio di Amministrazione possono essere costituite commissioni per l’istruzione di tematiche comuni. Il Regolamento Generale di Ateneo disciplina la loro composizione e il loro funzionamento. Per ciascuna area scientifica è costituita una Commissione di area, formata da rappresentanti dei docenti (professori e ricercatori, anche a tempo determinato) afferenti all’area stessa, incaricata di formulare motivate proposte agli organi accademici competenti per l’assegnazione dei finanziamenti all’attività di ricerca autonomamente programmata. La definizione delle aree scientifiche, la composizione e le modalità operative delle commissioni di cui al comma 2 sono disciplinate nel Regolamento Generale di Ateneo.;candidate_relation;0.8
67;regolamento:98;Le deliberazioni dell’organo sono immediatamente esecutive, salvo diversa decisione dell’organo stesso.;statuto:21;Per il migliore funzionamento del Senato accademico e del Consiglio di Amministrazione possono essere costituite commissioni per l’istruzione di tematiche comuni. Il Regolamento Generale di Ateneo disciplina la loro composizione e il loro funzionamento. Per ciascuna area scientifica è costituita una Commissione di area, formata da rappresentanti dei docenti (professori e ricercatori, anche a tempo determinato) afferenti all’area stessa, incaricata di formulare motivate proposte agli organi accademici competenti per l’assegnazione dei finanziamenti all’attività di ricerca autonomamente programmata. La definizione delle aree scientifiche, la composizione e le modalità operative delle commissioni di cui al comma 2 sono disciplinate nel Regolamento Generale di Ateneo.;candidate_relation;0.8
68;regolamento:99;"Delle sedute dell’organo è redatto processo verbale, nel quale si riportano: a) luogo, anno, mese, giorno e ora dell’adunanza; b) ordine del giorno della seduta; c) il nome dei componenti presenti e di quelli assenti, con l’indicazione, per questi ultimi, di coloro che hanno giustificato l’assenza per iscritto, adducendo i motivi dell’impedimento; d) indicazione di chi presiede la seduta e di chi svolge le funzioni di segretario; e) indicazione di soggetti presenti alla discussione; f) gli atti e i documenti allegati; g) una sintesi della discussione, gli interventi formulati in forma scritta di cui si richieda al segretario l’inserimento a verbale; le dichiarazioni di voto; le decisioni di voto con l’indicazione dei voti favorevoli, contrari e astenuti; h) le deliberazioni adottate. Deve inoltre essere riportato nel verbale l’esito della votazione e la proclamazione da parte del Presidente. Fatto salvo quanto disposto all’art. 98, comma 1, il verbale, escluso il caso in cui sia approvato seduta stante, di norma viene approvato nella seduta immediatamente successiva. In tale ultimo caso è messo a disposizione dei componenti dell’organo almeno cinque giorni prima della seduta nella quale avviene l’approvazione. In sede di approvazione del verbale non può essere opposta alcuna eccezione di merito sulle proposte già approvate o respinte; ciascun componente può chiedere che sia rettificato o integrato solo il riassunto del proprio intervento nella discussione. Si può procedere alla rettifica e/o all’integrazione del verbale solo nel caso in cui l’intervento sia stato erroneamente riportato. A supporto della verbalizzazione, le sedute dell’organo sono registrate. Le registrazioni sono conservate a cura del segretario fino all’approvazione del relativo verbale, dopodiché sono distrutte. Il verbale è firmato dal Presidente e dal segretario.";statuto:21;Per il migliore funzionamento del Senato accademico e del Consiglio di Amministrazione possono essere costituite commissioni per l’istruzione di tematiche comuni. Il Regolamento Generale di Ateneo disciplina la loro composizione e il loro funzionamento. Per ciascuna area scientifica è costituita una Commissione di area, formata da rappresentanti dei docenti (professori e ricercatori, anche a tempo determinato) afferenti all’area stessa, incaricata di formulare motivate proposte agli organi accademici competenti per l’assegnazione dei finanziamenti all’attività di ricerca autonomamente programmata. La definizione delle aree scientifiche, la composizione e le modalità operative delle commissioni di cui al comma 2 sono disciplinate nel Regolamento Generale di Ateneo.;candidate_relation;0.8
69;regolamento:121-quater;"Il Collegio, per l’esercizio delle sue funzioni propositive e consultive, si riunisce su convocazione del Coordinatore o su richiesta di almeno un terzo dei suoi componenti. La convocazione indica il giorno, l’ora, il luogo della seduta e contiene l’ordine del giorno. La convocazione deve essere inviata, mediante comunicazione scritta telematica, ai componenti del Collegio almeno cinque giorni prima della seduta, salvo casi di urgenza. La convocazione deve essere inviata, con gli stessi tempi e modalità, al Rettore e al Direttore generale, che possono partecipare alla seduta. Il Coordinatore può, inoltre, invitare, sempre con invio della convocazione, i Prorettori, i Delegati del Rettore, i Presidenti dei Sistemi e i Direttori dei Centri di Ateneo, i Presidenti delle Scuole interdipartimentali, il Presidente del Consiglio Studentesco e i Dirigenti, nonché qualunque persona la cui presenza sia ritenuta utile per la discussione di singoli argomenti iscritti all’ordine del giorno. Le riunioni sono valide se: a) tutti i componenti sono stati regolarmente convocati secondo le modalità indicate al precedente comma 2; b) sono presenti almeno la metà più uno dei componenti. Il Collegio può riunirsi in presenza oppure in via telematica con le modalità previste dal Regolamento di cui all’art. 114-bis del Regolamento generale di Ateneo. Il Collegio, al di fuori delle riunioni convocate per l’esercizio delle sue funzioni propositive e consultive, può riunirsi informalmente, senza il rispetto delle prescrizioni di cui ai commi precedenti, per discutere di questioni di comune interesse. Il servizio di segreteria a supporto delle attività del Collegio è assicurato secondo modalità organizzative interne definite dal Direttore generale.";statuto:27-bis;"Nel rispetto delle competenze previste dallo Statuto e fermo restando quanto stabilito dall’art. 11 con riguardo agli organi di Ateneo, è istituito il Collegio dei Direttori di Dipartimento (di seguito Collegio). Il Collegio ha la finalità di promuovere e sviluppare il coordinamento tra i diversi dipartimenti e tra questi e il Rettore, il Senato accademico e il Consiglio di Amministrazione, nonché favorire la sinergia con il Direttore generale e gli altri dirigenti. Per il conseguimento di tali finalità esercita funzioni propositive e consultive. Il Collegio è composto dai Direttori di dipartimento. Il Collegio designa, tra i suoi componenti, un Coordinatore che lo convoca e lo presiede. Il Coordinatore dura in carica un anno. Alle riunioni del Collegio possono partecipare il Rettore e il Direttore generale nonché, su invito del Coordinatore, le persone indicate nell’art. 121-quater, comma 2, del Regolamento Generale di Ateneo. Il Collegio formula proposte al Rettore e al Direttore generale su materie di interesse comune ai dipartimenti e, in particolare, su quelle relative a: a. coordinamento delle attività dei dipartimenti; b. interazione e raccordo con le attività del Direttore generale e degli altri dirigenti; c. procedure amministrative dell’Ateneo e loro uniforme applicazione. Le proposte del Collegio sono trasmesse al Rettore, e, per quanto di competenza, al Direttore Generale. Il Rettore valuta la presentazione delle proposte al Consiglio di Amministrazione e/o al Senato accademico quali argomenti oggetto di comunicazione, esame e/o discussione. Su richiesta del Rettore, del Senato accademico o del Consiglio di amministrazione, il Collegio esprime pareri su materie di interesse comune dei dipartimenti.";candidate_relation;0.85
70;regolamento:121-ter;Nella prima seduta successiva alla sua costituzione, il Collegio designa un Coordinatore scelto tra i suoi componenti, secondo le modalità previste nel regolamento di funzionamento. In caso di assenza o impedimento, il Coordinatore è sostituito dal decano dei componenti del Collegio.;statuto:27-bis;"Nel rispetto delle competenze previste dallo Statuto e fermo restando quanto stabilito dall’art. 11 con riguardo agli organi di Ateneo, è istituito il Collegio dei Direttori di Dipartimento (di seguito Collegio). Il Collegio ha la finalità di promuovere e sviluppare il coordinamento tra i diversi dipartimenti e tra questi e il Rettore, il Senato accademico e il Consiglio di Amministrazione, nonché favorire la sinergia con il Direttore generale e gli altri dirigenti. Per il conseguimento di tali finalità esercita funzioni propositive e consultive. Il Collegio è composto dai Direttori di dipartimento. Il Collegio designa, tra i suoi componenti, un Coordinatore che lo convoca e lo presiede. Il Coordinatore dura in carica un anno. Alle riunioni del Collegio possono partecipare il Rettore e il Direttore generale nonché, su invito del Coordinatore, le persone indicate nell’art. 121-quater, comma 2, del Regolamento Generale di Ateneo. Il Collegio formula proposte al Rettore e al Direttore generale su materie di interesse comune ai dipartimenti e, in particolare, su quelle relative a: a. coordinamento delle attività dei dipartimenti; b. interazione e raccordo con le attività del Direttore generale e degli altri dirigenti; c. procedure amministrative dell’Ateneo e loro uniforme applicazione. Le proposte del Collegio sono trasmesse al Rettore, e, per quanto di competenza, al Direttore Generale. Il Rettore valuta la presentazione delle proposte al Consiglio di Amministrazione e/o al Senato accademico quali argomenti oggetto di comunicazione, esame e/o discussione. Su richiesta del Rettore, del Senato accademico o del Consiglio di amministrazione, il Collegio esprime pareri su materie di interesse comune dei dipartimenti.";candidate_relation;0.85
